,churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
145,C-c6998d,A-956988,08-12-2024,budget,0.0,True,False,False,missing features
146,C-f8d15f,A-c9bb3e,03-10-2024,unknown,0.0,False,False,False,
147,C-8eba65,A-dcc3f1,10-10-2024,features,0.0,False,False,False,switched to competitor
148,C-a1253e,A-462d45,17-05-2024,competitor,0.0,False,False,False,missing features
149,C-1e4b49,A-e5d6ab,24-04-2023,features,0.0,False,False,False,switched to competitor
150,C-354790,A-37f969,12-02-2024,pricing,0.0,False,False,False,missing features
151,C-b5bb09,A-0a62f5,27-09-2024,pricing,90.9,False,False,False,switched to competitor
152,C-eb8f3d,A-0be015,13-12-2024,unknown,74.68,False,False,False,too expensive
153,C-76793b,A-e888d1,24-09-2023,support,0.0,False,False,False,missing features
154,C-033d73,A-ffc04f,03-08-2024,unknown,0.0,False,False,False,
155,C-2b7d9b,A-180abf,09-03-2024,support,0.0,False,True,False,
156,C-6e6bcf,A-7c6b6b,09-12-2024,budget,0.0,False,False,False,too expensive
157,C-e26b7f,A-781cc0,09-12-2024,budget,0.0,True,False,False,too expensive
158,C-626a5c,A-e19ff6,18-04-2024,unknown,0.0,False,False,False,missing features
159,C-fd2fe4,A-78f02b,09-12-2024,budget,0.0,False,False,False,too expensive
160,C-049f10,A-271f46,04-03-2023,support,0.0,False,False,False,
161,C-57871b,A-6a4e2d,19-07-2024,budget,0.0,False,False,False,
162,C-fafb31,A-5a92e7,18-06-2024,features,0.0,True,False,False,missing features
163,C-8a3bc6,A-3b37d9,13-10-2024,support,0.0,False,False,False,switched to competitor
164,C-8f9053,A-c1e51e,09-11-2024,pricing,0.0,False,False,False,missing features
165,C-7690f5,A-4c56c9,05-04-2024,budget,44.23,True,False,False,missing features
166,C-fb91f8,A-96bbc6,24-06-2024,competitor,0.0,True,False,True,
167,C-02604c,A-9208f0,09-11-2024,features,0.0,False,False,True,too expensive
168,C-85e84b,A-4814a3,25-11-2024,pricing,0.0,False,False,False,too expensive
169,C-df72bb,A-dcc2f0,10-04-2024,features,0.0,True,False,False,
170,C-a41660,A-3cc791,09-10-2024,features,0.0,False,False,True,
171,C-3e764b,A-d792a6,11-09-2023,competitor,0.0,False,False,False,too expensive
172,C-f46a9e,A-6e7827,09-04-2024,features,0.0,False,False,False,missing features
173,C-864f6f,A-e19ff6,08-01-2024,pricing,0.0,False,True,False,switched to competitor
174,C-2cec1c,A-712f1c,24-10-2024,budget,68.99,False,False,False,
175,C-bc2761,A-68f37c,08-02-2024,competitor,0.0,False,False,False,too expensive
176,C-c82861,A-e351e1,24-10-2024,budget,0.0,False,False,False,switched to competitor
177,C-7e1bbd,A-0a62f5,18-12-2024,budget,0.0,True,False,False,switched to competitor
178,C-6cbc28,A-09316c,05-12-2024,unknown,0.0,False,False,False,switched to competitor
179,C-13f833,A-4d1e75,05-09-2024,budget,0.0,False,False,False,missing features
180,C-499165,A-8ae3fc,10-08-2024,budget,0.0,False,False,False,
181,C-5d5768,A-bb1eaa,15-08-2024,pricing,0.0,False,True,False,too expensive
182,C-8ab44a,A-c58f49,27-08-2024,competitor,0.0,True,True,False,too expensive
183,C-575802,A-67be94,30-06-2024,competitor,13.72,False,False,False,too expensive
184,C-b38b8a,A-cdf020,08-12-2023,budget,105.26,False,False,False,too expensive
185,C-e601dc,A-aa9511,17-10-2023,competitor,0.0,False,False,False,
186,C-bc805f,A-50bb9f,08-09-2024,unknown,0.0,False,False,False,too expensive
187,C-8d2bf5,A-b9eed8,23-04-2024,pricing,0.0,True,False,True,switched to competitor
188,C-ae25d5,A-149a69,04-12-2024,pricing,0.0,True,False,False,
189,C-d20b00,A-4ef964,19-06-2024,budget,0.0,True,False,False,too expensive
190,C-0baa74,A-558c72,28-11-2024,support,43.01,False,False,False,switched to competitor
191,C-7762fe,A-54ecc2,12-09-2024,unknown,0.0,True,False,False,missing features
192,C-70ab02,A-3b5cd1,21-01-2024,pricing,0.0,True,False,False,missing features
193,C-4c2a9f,A-ff3c73,09-12-2023,competitor,0.0,True,False,False,missing features
194,C-5b6094,A-296d7c,04-11-2024,budget,0.0,False,False,False,too expensive
195,C-c5e093,A-c16101,13-11-2024,features,0.0,False,False,True,too expensive
196,C-94eebe,A-9779ad,17-04-2024,unknown,0.0,True,False,False,switched to competitor
197,C-65ad11,A-39ddf4,13-12-2024,support,0.0,False,False,False,
198,C-ebc01c,A-bd4513,07-12-2024,features,0.0,False,True,False,switched to competitor
199,C-ae15f4,A-3793ee,16-06-2023,unknown,0.0,False,False,False,
200,C-26576c,A-dbc825,14-01-2024,features,0.0,False,False,False,too expensive
201,C-f6fba0,A-f92792,03-11-2024,features,0.0,False,False,True,
202,C-cfa54b,A-eb7c38,22-03-2024,budget,6.26,False,True,False,
203,C-260dec,A-202b67,14-09-2024,pricing,9.28,False,False,False,
204,C-947b6b,A-5a3eb9,28-04-2024,pricing,0.0,False,False,False,missing features
205,C-0af764,A-ccabf0,05-05-2024,competitor,0.0,True,False,False,too expensive
206,C-e91da6,A-2d4502,07-05-2024,pricing,0.0,True,False,False,
207,C-2d8e22,A-fce879,07-10-2024,support,0.0,False,False,False,switched to competitor
208,C-47694c,A-0cc442,23-10-2024,budget,59.52,False,False,False,
209,C-b6549a,A-151c9a,04-11-2023,support,35.6,False,False,False,missing features
210,C-258ade,A-5f2961,28-11-2024,pricing,6.6,False,False,False,switched to competitor
211,C-8eda06,A-a865bd,18-03-2024,unknown,0.0,False,False,False,
212,C-07be44,A-751c58,05-11-2024,budget,0.0,False,False,True,missing features
213,C-62daa0,A-b2225d,31-03-2024,pricing,0.0,False,False,False,too expensive
214,C-7d6220,A-2edab2,23-06-2024,features,0.0,False,False,False,too expensive
215,C-a65f7c,A-098560,30-05-2024,support,34.35,False,False,False,too expensive
216,C-02a354,A-ccb686,24-11-2024,competitor,25.92,False,False,False,
217,C-5f43c3,A-db5e9e,29-12-2024,pricing,0.0,False,False,False,missing features
218,C-36a955,A-96bbc6,04-12-2024,competitor,0.0,True,False,False,switched to competitor
219,C-7074f9,A-dcc3f1,16-07-2024,support,0.0,False,False,False,too expensive
220,C-7befdc,A-9779ad,11-08-2024,features,0.0,False,False,False,too expensive
221,C-a72f7f,A-158f4e,05-03-2023,budget,0.0,False,False,False,switched to competitor
222,C-065699,A-c16cf7,07-12-2024,support,0.0,False,False,False,too expensive
223,C-17044c,A-bcf664,04-10-2024,features,75.32,False,False,True,too expensive
224,C-d716da,A-96bbc6,21-12-2024,budget,125.6,False,False,False,missing features
225,C-dd2ad2,A-30b4ca,01-09-2024,features,0.0,False,False,False,
226,C-2c410a,A-712426,23-12-2024,features,0.0,True,False,True,missing features
227,C-5f93ed,A-337bc1,16-12-2023,unknown,0.0,False,False,False,missing features
228,C-f79e5e,A-7dacce,18-09-2024,unknown,0.0,False,False,False,switched to competitor
229,C-c9b84b,A-158f4e,04-12-2024,features,0.0,False,False,False,
230,C-aee993,A-1d5444,01-06-2024,support,0.0,False,False,False,too expensive
231,C-cc8de6,A-526d93,25-09-2024,support,0.0,True,False,False,missing features
232,C-f1773a,A-68f37c,15-05-2024,support,0.0,True,False,False,switched to competitor
233,C-fe3853,A-f51f16,07-12-2024,competitor,0.0,True,True,False,too expensive
234,C-770066,A-84ebe4,05-01-2024,budget,0.0,False,False,False,switched to competitor
235,C-449318,A-5a184f,23-07-2023,features,0.0,False,False,False,too expensive
236,C-e2ecb7,A-e7a1e2,11-12-2024,features,0.0,False,False,False,
237,C-211191,A-781cc0,12-10-2024,support,0.0,True,False,False,
238,C-55f4ec,A-0cc442,20-07-2024,pricing,0.0,False,False,False,too expensive
239,C-695fcd,A-2e4581,23-11-2024,budget,0.0,False,False,False,switched to competitor
240,C-921335,A-659280,23-07-2024,features,0.0,False,False,False,too expensive
241,C-9776b7,A-40a557,08-12-2023,budget,0.0,False,False,False,switched to competitor
242,C-b3d895,A-0a62f5,27-12-2024,support,43.6,False,False,False,too expensive
243,C-1965c1,A-9f9299,08-10-2024,competitor,0.0,False,False,False,
244,C-0ec68d,A-e83938,19-02-2024,features,0.0,False,False,False,too expensive
245,C-08d3b3,A-3f9cc0,21-12-2024,budget,0.0,False,False,True,switched to competitor
246,C-466a70,A-ee42db,23-06-2023,pricing,0.0,True,False,False,too expensive
247,C-02f4fa,A-ae052e,13-11-2024,unknown,0.0,False,False,False,too expensive
248,C-ac34ca,A-ab438f,02-12-2024,budget,0.0,True,True,False,
249,C-92f5cb,A-90a8c8,29-08-2024,support,0.0,False,False,False,missing features
250,C-08b126,A-0cc442,26-09-2024,budget,0.0,True,False,True,too expensive
251,C-9cc7a5,A-8e47ca,18-09-2024,competitor,0.0,False,False,False,too expensive
252,C-c5b2e8,A-c608c8,04-06-2024,support,0.0,False,False,False,too expensive
253,C-be8018,A-684255,03-07-2024,unknown,0.0,False,False,False,too expensive
254,C-23ca8f,A-d77f4c,03-10-2024,unknown,0.0,False,True,False,
255,C-2d0569,A-c7ffc2,11-11-2023,features,174.92,False,False,False,missing features
256,C-4c523f,A-05d3b3,12-03-2024,unknown,0.0,False,False,False,switched to competitor
257,C-57a768,A-702032,18-04-2024,features,10.5,False,False,False,switched to competitor
258,C-573a5c,A-dec005,23-11-2024,support,0.0,False,False,False,missing features
259,C-b7dfcd,A-726cfa,08-08-2024,support,122.11,False,False,False,too expensive
260,C-8c9a9a,A-9f0b68,10-08-2024,features,0.0,True,False,False,too expensive
261,C-2ce12e,A-712426,26-11-2024,pricing,0.0,False,False,True,
262,C-18b303,A-7641d3,07-06-2024,unknown,96.35,False,False,False,missing features
263,C-b6bc5f,A-bb1486,23-11-2024,competitor,0.0,False,True,True,switched to competitor
264,C-8cce4c,A-fa3095,23-12-2023,support,0.0,False,False,False,missing features
265,C-8fcdf5,A-310452,27-12-2024,budget,0.0,False,False,False,too expensive
266,C-ddade1,A-463db0,30-12-2024,features,0.0,False,False,True,
267,C-5689de,A-00bed1,03-01-2024,unknown,21.17,False,False,False,
268,C-2f61e8,A-ad3abd,12-07-2023,competitor,0.0,False,False,False,
269,C-4dc992,A-39b19f,11-03-2023,unknown,0.0,False,False,False,
270,C-17fb24,A-cc1d8d,19-12-2024,unknown,217.22,False,False,False,too expensive
271,C-21efb6,A-fa2041,13-07-2024,competitor,0.0,False,False,False,switched to competitor
272,C-486194,A-2ebb4b,29-12-2024,features,0.0,True,False,True,missing features
273,C-3091b6,A-eb1312,03-10-2024,unknown,0.0,False,False,False,
274,C-b37401,A-dfbd31,19-12-2024,unknown,0.0,False,False,False,too expensive
275,C-c93006,A-4e0e85,16-11-2023,competitor,0.0,False,True,False,too expensive
276,C-cea92d,A-2e4581,05-12-2024,competitor,0.0,True,False,False,
277,C-f7846a,A-117171,13-10-2024,budget,0.0,False,False,False,switched to competitor
278,C-f5a863,A-e7a1e2,30-09-2024,budget,6.2,False,False,True,
279,C-056c32,A-1e6fc3,20-03-2024,pricing,0.0,False,False,False,switched to competitor
280,C-75abb3,A-ac9111,25-06-2024,budget,0.0,True,False,False,missing features
281,C-17377e,A-ee42db,07-03-2024,pricing,0.0,False,False,False,missing features
282,C-d84a6d,A-a45270,12-11-2024,pricing,0.0,False,False,False,missing features
283,C-66b3fa,A-378b99,12-10-2024,pricing,0.0,False,False,False,switched to competitor
284,C-600a7c,A-9ee962,03-10-2024,support,0.0,False,True,False,
285,C-7aa94d,A-038089,25-12-2024,features,19.34,False,False,False,too expensive
286,C-c6a403,A-684255,04-05-2024,budget,0.0,False,False,True,missing features
287,C-d3e2ab,A-f1f639,18-10-2023,competitor,0.0,False,False,True,missing features
288,C-b3c3ce,A-9f2731,15-10-2024,features,0.0,False,False,False,
289,C-d7de9d,A-8b0451,29-12-2024,budget,0.0,False,False,False,too expensive
290,C-2447b3,A-c45b23,24-03-2024,support,0.0,False,False,True,missing features
291,C-155feb,A-82861f,17-05-2024,support,0.0,False,False,False,
292,C-5f450a,A-c1e51e,20-12-2024,support,0.0,False,False,False,switched to competitor
293,C-721738,A-d42431,26-06-2024,pricing,0.0,False,False,False,missing features
294,C-33fc6a,A-c16101,19-12-2024,features,0.0,False,True,False,
295,C-4691eb,A-7c83a1,19-05-2024,unknown,0.0,True,False,False,
296,C-2cec7e,A-ce550d,28-12-2024,budget,0.0,True,False,False,too expensive
297,C-71ff03,A-f19409,25-05-2023,features,0.0,False,True,False,too expensive
298,C-2a64c7,A-029f69,17-06-2024,budget,0.0,False,False,False,
299,C-5899b9,A-484819,29-06-2023,support,0.0,True,False,False,
300,C-7e5a22,A-6965e1,09-12-2024,features,0.0,False,False,False,
301,C-c3815e,A-6965e1,04-12-2024,unknown,0.0,False,False,False,switched to competitor
302,C-190a42,A-5fe118,16-12-2024,features,114.86,False,False,False,
303,C-d2077d,A-cab532,10-07-2024,support,0.0,True,False,False,too expensive
304,C-3b6b00,A-9289f6,24-08-2023,support,17.93,False,False,False,too expensive
305,C-42ca6e,A-1b9609,02-02-2024,pricing,0.0,True,False,False,too expensive
306,C-d9a1f3,A-118f1c,17-12-2024,budget,0.0,False,False,False,
307,C-217360,A-76fa4d,03-12-2024,pricing,31.49,False,False,False,too expensive
308,C-aa3075,A-7dacce,27-12-2024,budget,0.0,False,False,False,missing features
309,C-3f2f59,A-a8b49c,17-06-2024,features,0.0,False,False,False,missing features
310,C-4f6e40,A-cb5333,11-08-2024,features,0.0,False,False,False,too expensive
311,C-2f95dd,A-f19409,26-03-2023,competitor,0.0,False,True,False,switched to competitor
312,C-38b77f,A-a8d89d,18-01-2024,features,0.0,False,False,False,switched to competitor
313,C-58deed,A-81edc3,16-12-2024,support,0.0,False,False,False,too expensive
314,C-86f8a6,A-ccc747,15-04-2024,budget,0.0,False,False,False,switched to competitor
315,C-5d91cd,A-3f9cc0,09-08-2024,features,0.0,False,False,False,
316,C-bfcee5,A-8e47ca,31-12-2024,support,0.0,False,False,False,missing features
317,C-450414,A-87aa7b,26-12-2024,budget,0.0,True,False,False,switched to competitor
318,C-dd4207,A-f45426,05-08-2024,competitor,47.17,False,False,False,missing features
319,C-d4c4c6,A-09540c,05-03-2024,unknown,71.44,False,False,False,
320,C-149fc9,A-e1462e,05-12-2024,competitor,0.0,False,False,False,switched to competitor
321,C-de3fd0,A-19b2c8,16-08-2024,pricing,0.0,False,False,False,missing features
322,C-577ffa,A-10b8f2,04-06-2024,support,0.0,True,False,False,too expensive
323,C-a77075,A-32728c,25-01-2023,pricing,0.0,True,False,False,switched to competitor
324,C-4cdb6f,A-f25509,15-06-2024,pricing,0.0,False,False,False,missing features
325,C-a9e0c4,A-94d3da,12-04-2024,competitor,0.0,False,False,False,switched to competitor
326,C-0f0386,A-751c58,17-09-2024,budget,64.22,False,False,False,switched to competitor
327,C-3c8ea9,A-7641d3,10-11-2023,support,35.05,True,False,False,missing features
328,C-66c9fe,A-86902e,07-12-2024,features,0.0,False,False,False,
329,C-533d1c,A-1619f8,19-07-2024,competitor,0.0,False,False,False,
330,C-02719d,A-5247b3,12-10-2024,support,28.84,False,True,False,missing features
331,C-16ef52,A-9b9fe9,04-09-2024,features,0.0,False,False,False,switched to competitor
332,C-6d80a6,A-02fac6,21-08-2024,support,0.0,False,False,False,missing features
333,C-23d5a9,A-54ecc2,22-09-2024,pricing,0.0,False,False,False,too expensive
334,C-2e9b92,A-855a48,01-08-2024,unknown,7.92,False,False,False,too expensive
335,C-a8e84b,A-c1dfe1,06-06-2024,features,0.0,False,False,False,missing features
336,C-edb201,A-a7bd4b,15-10-2024,features,0.0,False,False,False,too expensive
337,C-92e7a2,A-d535f6,05-10-2024,unknown,0.0,True,False,False,missing features
338,C-990050,A-4f18f0,01-12-2024,features,0.0,False,False,False,missing features
339,C-e49016,A-b7724f,01-09-2024,competitor,111.42,False,False,True,switched to competitor
340,C-151fb1,A-fd7ad3,19-12-2024,support,0.0,True,False,True,missing features
341,C-9b229e,A-249769,12-06-2024,pricing,0.0,False,False,True,too expensive
