,subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
123,S-c2a6cb,A-9affe6,19-10-2023,Ongoing,Enterprise,7,1393.0,16716.0,False,True,False,False,annual,False
124,S-1bd2ec,A-e60f9d,25-12-2024,28-12-2024,Basic,38,722.0,8664.0,False,False,False,True,annual,True
125,S-3cc352,A-d27f50,06-08-2024,Ongoing,Pro,44,2156.0,25872.0,False,False,False,False,monthly,True
126,S-124207,A-fdfc91,31-08-2023,Ongoing,Basic,29,551.0,6612.0,False,False,False,False,annual,True
127,S-76e7d9,A-712f1c,09-02-2024,Ongoing,Enterprise,44,8756.0,105072.0,False,False,False,False,monthly,True
128,S-44f453,A-19b2c8,10-02-2024,Ongoing,Enterprise,20,3980.0,47760.0,False,False,False,False,monthly,True
129,S-03a97f,A-f51f16,15-03-2024,Ongoing,Pro,60,2940.0,35280.0,False,False,False,False,annual,True
130,S-80c01c,A-d3c88e,16-12-2024,Ongoing,Basic,16,304.0,3648.0,False,True,False,False,annual,True
131,S-666181,A-eb1312,09-10-2024,Ongoing,Basic,71,1349.0,16188.0,False,False,False,False,annual,True
132,S-401496,A-68f37c,13-08-2023,22-06-2024,Enterprise,4,796.0,9552.0,False,True,False,True,monthly,True
133,S-ca0c98,A-fda07f,28-11-2024,Ongoing,Pro,7,343.0,4116.0,False,False,False,False,monthly,True
134,S-017e33,A-f9cc74,08-11-2024,25-11-2024,Basic,53,1007.0,12084.0,False,False,False,True,monthly,True
135,S-183073,A-e7a1e2,19-07-2024,Ongoing,Enterprise,14,2786.0,33432.0,False,False,False,False,monthly,True
136,S-22f503,A-7a0d69,06-09-2024,Ongoing,Basic,6,114.0,1368.0,False,False,False,False,annual,True
137,S-7de1b7,A-4d1e75,27-10-2024,Ongoing,Enterprise,20,3980.0,47760.0,False,False,False,False,annual,True
138,S-c7f564,A-902ef7,23-11-2024,Ongoing,Pro,83,0.0,0.0,True,True,False,False,annual,True
139,S-ceffe9,A-89ee83,23-11-2024,Ongoing,Enterprise,2,398.0,4776.0,False,False,False,False,monthly,True
140,S-9b2c95,A-e60f9d,24-11-2024,05-12-2024,Pro,29,0.0,0.0,True,False,False,True,annual,True
141,S-cf6ec1,A-d77f4c,04-08-2024,Ongoing,Enterprise,22,4378.0,52536.0,False,True,False,False,monthly,False
142,S-a44d72,A-b30291,12-06-2024,Ongoing,Pro,18,882.0,10584.0,False,False,False,False,monthly,True
143,S-0b0ffa,A-180abf,17-01-2024,19-04-2024,Basic,64,0.0,0.0,True,False,False,True,annual,True
144,S-02af5d,A-d82ef9,07-08-2024,Ongoing,Enterprise,26,0.0,0.0,True,False,False,False,annual,True
145,S-d07c53,A-249769,24-09-2024,Ongoing,Basic,21,399.0,4788.0,False,False,False,False,annual,True
146,S-c67b80,A-eb2fdc,24-02-2024,Ongoing,Pro,31,1519.0,18228.0,False,False,False,False,monthly,False
147,S-5d68fb,A-5f2961,02-12-2024,Ongoing,Pro,49,2401.0,28812.0,False,False,False,False,annual,True
148,S-fc9cc3,A-9b9fe9,01-01-2024,Ongoing,Pro,24,1176.0,14112.0,False,False,False,False,annual,True
149,S-17f71d,A-e40f45,15-05-2024,Ongoing,Pro,44,2156.0,25872.0,False,True,False,False,monthly,True
150,S-5895f0,A-bcf664,05-10-2023,Ongoing,Basic,8,0.0,0.0,True,False,False,False,annual,True
151,S-b042d9,A-0e966d,15-11-2024,Ongoing,Enterprise,11,2189.0,26268.0,False,False,False,False,annual,True
152,S-ffd1ee,A-f03140,06-11-2024,Ongoing,Pro,27,0.0,0.0,True,False,False,False,annual,True
153,S-9c4bcd,A-a7bd4b,14-05-2024,Ongoing,Pro,5,245.0,2940.0,False,True,False,False,monthly,True
154,S-4f91d0,A-7f8241,12-10-2024,Ongoing,Basic,34,646.0,7752.0,False,False,False,False,monthly,False
155,S-672f1b,A-eafc6e,08-08-2023,Ongoing,Pro,27,1323.0,15876.0,False,False,False,False,monthly,True
156,S-101201,A-d49cc5,13-02-2024,Ongoing,Basic,50,950.0,11400.0,False,False,False,False,annual,True
157,S-eea643,A-54ecc2,30-10-2024,Ongoing,Enterprise,28,5572.0,66864.0,False,False,False,False,monthly,True
158,S-5f9a67,A-6da850,04-12-2023,Ongoing,Pro,5,245.0,2940.0,False,False,False,False,annual,True
159,S-327e7c,A-4e960a,07-02-2024,Ongoing,Enterprise,17,0.0,0.0,True,False,False,False,annual,True
160,S-d97c5f,A-533452,25-11-2024,Ongoing,Pro,101,4949.0,59388.0,False,False,False,False,monthly,True
161,S-029c20,A-f44180,13-12-2024,Ongoing,Basic,10,0.0,0.0,True,False,False,False,annual,False
162,S-a74462,A-7c83a1,14-05-2024,Ongoing,Pro,48,2352.0,28224.0,False,False,False,False,annual,True
163,S-02ec76,A-e60f9d,17-09-2024,Ongoing,Pro,29,1421.0,17052.0,False,False,False,False,monthly,True
164,S-d1c9e3,A-075038,09-01-2024,Ongoing,Basic,17,323.0,3876.0,False,False,False,False,annual,True
165,S-51d8db,A-cc1d8d,30-12-2024,Ongoing,Enterprise,6,1194.0,14328.0,False,False,False,False,annual,True
166,S-c3c85e,A-271f46,31-10-2024,Ongoing,Basic,38,722.0,8664.0,False,False,False,False,monthly,True
167,S-44a646,A-1e1b80,26-12-2023,Ongoing,Basic,50,950.0,11400.0,False,False,False,False,annual,True
168,S-431c03,A-e4bf56,02-12-2024,19-12-2024,Enterprise,37,7363.0,88356.0,False,False,False,True,monthly,True
169,S-4f0027,A-ff79f2,31-12-2024,31-12-2024,Enterprise,19,3781.0,45372.0,False,False,False,True,annual,True
170,S-6c9ee1,A-6da850,20-02-2024,Ongoing,Enterprise,23,0.0,0.0,True,False,False,False,monthly,True
171,S-396a84,A-5b4ebb,23-10-2024,27-11-2024,Basic,21,399.0,4788.0,False,False,False,True,monthly,False
172,S-6bea24,A-3f9cc0,06-07-2024,Ongoing,Basic,22,0.0,0.0,True,False,False,False,monthly,True
173,S-259804,A-d4ac0e,01-10-2024,Ongoing,Basic,28,532.0,6384.0,False,False,False,False,annual,True
174,S-33e40e,A-86cdb4,10-10-2024,29-12-2024,Enterprise,2,398.0,4776.0,False,False,False,True,annual,True
175,S-fbd522,A-310452,28-12-2024,Ongoing,Pro,9,0.0,0.0,True,False,False,False,annual,False
176,S-bbafad,A-854864,27-12-2024,30-12-2024,Basic,20,380.0,4560.0,False,False,False,True,annual,True
177,S-3edc14,A-d82ef9,04-10-2024,Ongoing,Pro,26,0.0,0.0,True,False,False,False,annual,True
178,S-11e29d,A-71615e,13-10-2024,Ongoing,Basic,32,608.0,7296.0,False,False,False,False,monthly,True
179,S-1feff8,A-5fe118,06-12-2024,Ongoing,Enterprise,39,7761.0,93132.0,False,False,False,False,annual,True
180,S-61e86c,A-39ddf4,07-12-2024,Ongoing,Enterprise,40,7960.0,95520.0,False,False,False,False,annual,True
181,S-af41f0,A-e83938,27-06-2024,Ongoing,Basic,2,38.0,456.0,False,False,False,False,annual,False
182,S-65ae02,A-671f31,14-12-2024,Ongoing,Pro,59,2891.0,34692.0,False,False,False,False,annual,True
183,S-f7fccd,A-443b7c,18-11-2024,Ongoing,Basic,6,0.0,0.0,True,True,False,False,annual,True
184,S-7904d3,A-d4e0d4,30-11-2024,03-12-2024,Enterprise,117,23283.0,279396.0,False,False,False,True,monthly,True
185,S-48a54e,A-b2225d,29-10-2024,Ongoing,Basic,47,0.0,0.0,True,False,False,False,monthly,True
186,S-4a08bd,A-e08cd3,11-10-2024,Ongoing,Pro,67,3283.0,39396.0,False,False,False,False,annual,False
187,S-faa8ec,A-2e4581,09-12-2024,Ongoing,Basic,11,209.0,2508.0,False,False,False,False,monthly,True
188,S-8db104,A-4a267b,18-10-2024,Ongoing,Pro,25,1225.0,14700.0,False,False,True,False,monthly,True
189,S-3c0121,A-7c83a1,30-12-2024,Ongoing,Pro,24,1176.0,14112.0,False,False,False,False,monthly,True
190,S-13ca37,A-6843f2,21-12-2024,Ongoing,Pro,21,0.0,0.0,True,False,True,False,monthly,True
191,S-163e64,A-dfbd31,08-11-2024,Ongoing,Enterprise,62,12338.0,148056.0,False,False,False,False,monthly,True
192,S-4d1ba6,A-00cac8,04-04-2024,Ongoing,Enterprise,9,0.0,0.0,True,False,False,False,annual,False
193,S-e98d6b,A-309e54,31-12-2024,Ongoing,Basic,15,285.0,3420.0,False,False,False,False,annual,True
194,S-041624,A-6843f2,12-12-2024,Ongoing,Enterprise,21,4179.0,50148.0,False,False,False,False,monthly,True
195,S-b78829,A-2e4581,12-11-2024,Ongoing,Pro,20,980.0,11760.0,False,False,False,False,monthly,True
196,S-ca1c21,A-f92792,02-12-2024,Ongoing,Basic,9,0.0,0.0,True,False,False,False,annual,False
197,S-e1de58,A-ce550d,28-10-2024,Ongoing,Enterprise,35,6965.0,83580.0,False,True,False,False,annual,True
198,S-721fea,A-f6b2fb,23-05-2024,Ongoing,Pro,23,1127.0,13524.0,False,False,True,False,monthly,True
199,S-eaac58,A-ff3c73,08-04-2023,Ongoing,Basic,66,1254.0,15048.0,False,False,False,False,annual,True
200,S-1218fd,A-2d4502,02-11-2024,Ongoing,Basic,14,266.0,3192.0,False,True,False,False,monthly,False
201,S-936732,A-2f6a32,28-11-2024,06-12-2024,Pro,19,931.0,11172.0,False,False,False,True,annual,True
202,S-c2f293,A-69b156,10-12-2024,30-12-2024,Basic,8,152.0,1824.0,False,False,False,True,monthly,False
203,S-fe3b71,A-44dc83,24-09-2024,Ongoing,Enterprise,37,0.0,0.0,True,False,False,False,monthly,True
204,S-f5f5b3,A-89ee83,26-12-2024,29-12-2024,Basic,10,190.0,2280.0,False,False,False,True,annual,True
205,S-4afb53,A-40de06,12-12-2023,29-12-2024,Enterprise,28,5572.0,66864.0,False,False,False,True,monthly,True
206,S-851bbe,A-d77f4c,22-04-2024,Ongoing,Enterprise,94,18706.0,224472.0,False,True,False,False,annual,True
207,S-dab0d5,A-cc1d8d,14-12-2024,Ongoing,Basic,5,0.0,0.0,True,False,False,False,monthly,True
208,S-9aa190,A-9b9fe9,17-10-2024,Ongoing,Basic,33,627.0,7524.0,False,False,False,False,annual,True
209,S-f89d8c,A-88c6ca,18-12-2024,Ongoing,Pro,49,2401.0,28812.0,False,False,False,False,monthly,True
210,S-766a62,A-1ac5e0,24-11-2024,Ongoing,Enterprise,33,0.0,0.0,True,False,False,False,monthly,False
211,S-10134d,A-52dd88,09-09-2024,Ongoing,Enterprise,23,4577.0,54924.0,False,False,False,False,annual,True
212,S-85de7a,A-940b8b,01-04-2024,Ongoing,Enterprise,32,6368.0,76416.0,False,False,True,False,annual,True
213,S-85796b,A-f19409,27-08-2024,31-10-2024,Enterprise,23,4577.0,54924.0,False,False,False,True,monthly,True
214,S-c97464,A-f5641b,16-10-2024,Ongoing,Pro,38,1862.0,22344.0,False,False,False,False,monthly,False
215,S-6732ff,A-9affe6,22-11-2023,Ongoing,Pro,24,1176.0,14112.0,False,False,False,False,annual,True
216,S-aa20eb,A-6f8ad2,08-09-2024,Ongoing,Pro,1,49.0,588.0,False,False,False,False,monthly,False
217,S-b6aabe,A-902ef7,25-12-2024,Ongoing,Basic,83,1577.0,18924.0,False,False,False,False,annual,True
218,S-0ff339,A-6dee43,21-01-2024,Ongoing,Basic,12,228.0,2736.0,False,False,False,False,annual,True
219,S-4d664d,A-cc1d8d,26-12-2024,Ongoing,Pro,16,784.0,9408.0,False,True,True,False,annual,True
220,S-8deb5f,A-533452,25-12-2024,Ongoing,Basic,52,988.0,11856.0,False,False,False,False,annual,False
221,S-e2d4e9,A-18793f,30-12-2024,Ongoing,Basic,148,0.0,0.0,True,True,False,False,monthly,True
222,S-d8441d,A-8adedc,16-03-2024,Ongoing,Basic,4,76.0,912.0,False,False,False,False,annual,True
223,S-6d356a,A-425e76,26-06-2023,Ongoing,Basic,28,532.0,6384.0,False,False,False,False,annual,False
224,S-c005ac,A-92a3af,18-09-2024,Ongoing,Enterprise,25,4975.0,59700.0,False,False,False,False,annual,True
225,S-d0913e,A-eb2fdc,14-11-2024,Ongoing,Pro,31,1519.0,18228.0,False,False,False,False,monthly,True
226,S-4bef15,A-600734,14-08-2024,22-09-2024,Enterprise,29,0.0,0.0,True,False,False,True,annual,True
227,S-2573e4,A-7f8241,25-01-2024,Ongoing,Basic,60,1140.0,13680.0,False,False,False,False,monthly,True
228,S-80c291,A-712533,06-01-2024,Ongoing,Enterprise,18,3582.0,42984.0,False,False,False,False,annual,True
229,S-64acb8,A-3be56b,21-08-2024,Ongoing,Enterprise,30,5970.0,71640.0,False,False,False,False,monthly,True
230,S-13a948,A-d5a319,24-07-2024,Ongoing,Enterprise,15,2985.0,35820.0,False,True,False,False,monthly,False
231,S-081b81,A-b20d99,30-01-2024,Ongoing,Basic,20,380.0,4560.0,False,False,False,False,annual,True
232,S-68c537,A-9ee962,06-06-2024,Ongoing,Enterprise,29,5771.0,69252.0,False,False,False,False,monthly,True
233,S-3f82bc,A-d5a319,30-10-2023,Ongoing,Basic,15,0.0,0.0,True,False,True,False,monthly,True
